ANKS4B,intracellular
ANXA5,intracellular
ANXA7,intracellular
AOAH,extracellular
MAOA,intracellular
AP1S2,intracellular
AP2A2,intracellular
AP4S1,intracellular
APEX1,intracellular
APH1A,intracellular
APOA1,extracellular
APOA4,extracellular
APOL6,extracellular
AQP12B,intracellular
AQP10,intracellular
AQP7,intracellular
ARL13A,intracellular
ARL6IP1,intracellular
ARAP1,intracellular
ACVR1,intracellular
ADAM21,intracellular
ADAM22,intracellular
ADRA2B,intracellular
ADAM30,intracellular
ADAM33,intracellular
ADAM2,intracellular
ADAT3,intracellular
ADCY4,intracellular
ADCY10,intracellular
ADAMDEC1,extracellular
ADH6,intracellular
ADH5,intracellular
ADRB1,intracellular
ADRB2,intracellular
FDXR,intracellular
ADTRP,intracellular
FDX1,intracellular
MAMDC4,intracellular
MLLT10,intracellular
AFAP1L2,intracellular
MLLT3,intracellular
AFM,extracellular
AFF3,intracellular
ADGRA1,intracellular
ADGRD2,intracellular
ADGRE1,intracellular
ADGRE3,extracellular
ADGRF5,intracellular
ADGRG1,extracellular
AHDC1,intracellular
AHNAK2,intracellular
AHSA1,intracellular
AIF1,intracellular
AIFM2,intracellular
AIM1L,intracellular
AIM1,intracellular
AIMP2,intracellular
AIP,intracellular
ANKIB1,intracellular
AKR1B1,intracellular
AGMO,intracellular
AMER2,intracellular
RNPEP,extracellular
AMTN,ECM
AMY2A,extracellular
AMZ2,intracellular
ANKRD13D,intracellular
ANKRD30B,intracellular
ANP32C,intracellular
ANKFY1,intracellular
ANGPT4,extracellular
ANKHD1,intracellular
ANKLE1,intracellular
ANKRD2,intracellular
NPR3,intracellular
ANKRD10,intracellular
NPR2,intracellular
ANKRD26,intracellular
AOC1,extracellular
AOX1,intracellular
AP2A1,intracellular
TFAP2A,intracellular
NPPB,extracellular
NPPA,extracellular
ANGPTL4,ECM
ANGPT1,extracellular
AGT,extracellular
ANKEF1,intracellular
ANKS6,intracellular
PRMT5,intracellular
ANO3,intracellular
ANO5,intracellular
ANO7,intracellular
ANO6,intracellular
NPR1,intracellular
